trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,21,17,2.0.0,1389884,pnnvjwubprf,shark,18823,NA,"{""image_description"":""lapras from pokemon ""}",study,148,stimuli/148.jpg,7141.91,32,lapras from pokemon,4,It is a square
survey-text,22,18,2.0.0,1428618,pnnvjwubprf,shark,38219,NA,"{""image_description"":""ghost halloween costume. but they are very skinny in the middle""}",study,151,stimuli/151.jpg,7245.76,33,ghost halloween costume. but they are very skinny in the middle,11,It is a square
survey-text,23,19,2.0.0,1473761,pnnvjwubprf,shark,44628,NA,"{""image_description"":""two rectangles and two triangles connected together""}",study,75,stimuli/75.jpg,6817.48,17,two rectangles and two triangles connected together,7,It is a square
survey-text,24,20,2.0.0,1483127,pnnvjwubprf,shark,8859,NA,"{""image_description"":""church""}",study,25,stimuli/25.jpg,6595.51,7,church,1,It is a square
survey-text,5,1,2.0.0,95841,po26baes4xa,heron,77448,NA,"{""image_description"":""janky triangle on the top connected to a rectangle with another janky triangle on the left, then makes a sharp left to make another angle outward to form 1/2 a trapezoid.""}",study,109,stimuli/109.jpg,6984.61,24,"janky triangle on the top connected to a rectangle with another janky triangle on the left, then makes a sharp left to make another angle outward to form 1/2 a trapezoid.",31,"square
"
survey-text,6,2,2.0.0,152218,po26baes4xa,heron,55865,NA,"{""image_description"":""an \""n\"" shaped splatter with about 10 angles around it.""}",study,112,stimuli/112.jpg,6989.4,25,"an ""n"" shaped splatter with about 10 angles around it.",10,"square
"
survey-text,7,3,2.0.0,273133,po26baes4xa,heron,120408,NA,"{""image_description"":""a 'u' shaped splatter with two triangles on the bottom left, a long angle to the bottom right, a hook shape with a sharp angle to the top right & a skewed rectangle. ""}",study,148,stimuli/148.jpg,7141.91,32,"a 'u' shaped splatter with two triangles on the bottom left, a long angle to the bottom right, a hook shape with a sharp angle to the top right & a skewed rectangle.",34,"square
"
survey-text,8,4,2.0.0,293141,po26baes4xa,heron,19506,NA,"{""image_description"":""a fish pointing its nose to the bottom left of the screen""}",study,51,stimuli/51.jpg,6793.84,13,a fish pointing its nose to the bottom left of the screen,12,"square
"
survey-text,9,5,2.0.0,314142,po26baes4xa,heron,20487,NA,"{""image_description"":""a mouse curser facing the top right but stretched out. ""}",study,28,stimuli/28.jpg,6676.6,8,a mouse curser facing the top right but stretched out.,11,"square
"
survey-text,10,6,2.0.0,344814,po26baes4xa,heron,30171,NA,"{""image_description"":""hook with an angle pointing to the left.""}",study,43,stimuli/43.jpg,6685.72,11,hook with an angle pointing to the left.,8,"square
"
survey-text,11,7,2.0.0,373191,po26baes4xa,heron,27874,NA,"{""image_description"":""angler fish with little legs and a hat instead of an antenna. ""}",study,149,stimuli/149.jpg,7198.55,32,angler fish with little legs and a hat instead of an antenna.,13,"square
"
survey-text,12,8,2.0.0,405439,po26baes4xa,heron,31747,NA,"{""image_description"":""big arrow with a square shaped left bottom edge & and a point in the opposing direction.""}",study,39,stimuli/39.jpg,6609.47,10,big arrow with a square shaped left bottom edge & and a point in the opposing direction.,17,"square
"
survey-text,13,9,2.0.0,422224,po26baes4xa,heron,16270,NA,"{""image_description"":""mashed up squared and triangles ""}",study,150,stimuli/150.jpg,7209.25,32,mashed up squared and triangles,6,"square
"
survey-text,14,10,2.0.0,449576,po26baes4xa,heron,26845,NA,"{""image_description"":""square that has been kicked in on the right side enough to make the top right a sharp angle. ""}",study,22,stimuli/22.jpg,6593.16,7,square that has been kicked in on the right side enough to make the top right a sharp angle.,20,"square
"
survey-text,15,11,2.0.0,488537,po26baes4xa,heron,38450,NA,"{""image_description"":""like the outline of a pokemon""}",study,151,stimuli/151.jpg,7245.76,33,like the outline of a pokemon,6,"square
"
survey-text,16,12,2.0.0,513866,po26baes4xa,heron,24820,NA,"{""image_description"":""a square on the top left leading into four pointed triangles on each side""}",study,55,stimuli/55.jpg,6800,13,a square on the top left leading into four pointed triangles on each side,14,"square
"
survey-text,17,13,2.0.0,560019,po26baes4xa,heron,45637,NA,"{""image_description"":""a rectangle with many triangles feeding into eachother""}",study,110,stimuli/110.jpg,6951.51,24,a rectangle with many triangles feeding into eachother,8,"square
"
survey-text,18,14,2.0.0,604251,po26baes4xa,heron,43718,NA,"{""image_description"":""a splatter but its rectangles and triangles.""}",study,153,stimuli/153.jpg,7262.77,33,a splatter but its rectangles and triangles.,7,"square
"
survey-text,19,15,2.0.0,621100,po26baes4xa,heron,16342,NA,"{""image_description"":""a bird with a pointy bead headed to the bottom left of the screen""}",study,75,stimuli/75.jpg,6817.48,17,a bird with a pointy bead headed to the bottom left of the screen,14,"square
"
survey-text,20,16,2.0.0,630708,po26baes4xa,heron,9097,NA,"{""image_description"":""triangle, long""}",study,2,stimuli/2.jpg,6550.44,3,"triangle, long",2,"square
"
survey-text,21,17,2.0.0,643116,po26baes4xa,heron,11902,NA,"{""image_description"":""square box with the top ripped off""}",study,34,stimuli/34.jpg,6639.63,9,square box with the top ripped off,7,"square
"
survey-text,22,18,2.0.0,656988,po26baes4xa,heron,13358,NA,"{""image_description"":""splatter with rectangles""}",study,116,stimuli/116.jpg,7061.19,26,splatter with rectangles,3,"square
"
survey-text,23,19,2.0.0,689085,po26baes4xa,heron,31581,NA,"{""image_description"":""splatter with rectangles and triangles. ""}",study,115,stimuli/115.jpg,6963.36,25,splatter with rectangles and triangles.,6,"square
"
survey-text,24,20,2.0.0,705822,po26baes4xa,heron,16228,NA,"{""image_description"":""like a really fat and weird duck""}",study,71,stimuli/71.jpg,6779.96,17,like a really fat and weird duck,7,"square
"
survey-text,5,1,2.0.0,83773,ppnnqb3h1yb,otter,58163,NA,"{""image_description"":""Looks like an old lighter, the ones with the cover that you have to flip off and on.""}",study,84,stimuli/84.jpg,6959.66,19,"Looks like an old lighter, the ones with the cover that you have to flip off and on.",18,square
survey-text,6,2,2.0.0,107209,ppnnqb3h1yb,otter,22931,NA,"{""image_description"":""Looks like a bird with the beak down and wings up""}",study,131,stimuli/131.jpg,7030.26,29,Looks like a bird with the beak down and wings up,11,square
survey-text,7,3,2.0.0,139224,ppnnqb3h1yb,otter,31513,NA,"{""image_description"":""A heel????""}",study,48,stimuli/48.jpg,6690.71,12,A heel????,2,square
survey-text,8,4,2.0.0,181839,ppnnqb3h1yb,otter,42113,NA,"{""image_description"":""An animal, maybe a bird but it is on the ground resting""}",study,148,stimuli/148.jpg,7141.91,32,"An animal, maybe a bird but it is on the ground resting",12,square
survey-text,9,5,2.0.0,217405,ppnnqb3h1yb,otter,35063,NA,"{""image_description"":""Texas""}",study,33,stimuli/33.jpg,6635.57,9,Texas,1,square
survey-text,10,6,2.0.0,259320,ppnnqb3h1yb,otter,41411,NA,"{""image_description"":""Shark head?""}",study,155,stimuli/155.jpg,7171.51,33,Shark head?,2,square
survey-text,11,7,2.0.0,272086,ppnnqb3h1yb,otter,12262,NA,"{""image_description"":""Godzilla opening his mouth""}",study,60,stimuli/60.jpg,6764.54,14,Godzilla opening his mouth,4,square
survey-text,12,8,2.0.0,319888,ppnnqb3h1yb,otter,47301,NA,"{""image_description"":""N/A""}",study,108,stimuli/108.jpg,7046.82,24,N/A,1,square
survey-text,13,9,2.0.0,325339,ppnnqb3h1yb,otter,4949,NA,"{""image_description"":""Rectangle""}",study,7,stimuli/7.jpg,6558.43,4,Rectangle,1,square
survey-text,14,10,2.0.0,337126,ppnnqb3h1yb,otter,11284,NA,"{""image_description"":""Deformed Square ""}",study,22,stimuli/22.jpg,6593.16,7,Deformed Square,3,square
survey-text,15,11,2.0.0,342473,ppnnqb3h1yb,otter,4845,NA,"{""image_description"":""Star""}",study,81,stimuli/81.jpg,6817.86,19,Star,1,square
survey-text,16,12,2.0.0,350806,ppnnqb3h1yb,otter,7831,NA,"{""image_description"":""Hammer and nail""}",study,106,stimuli/106.jpg,6901.59,24,Hammer and nail,3,square
survey-text,17,13,2.0.0,354189,ppnnqb3h1yb,otter,2881,NA,"{""image_description"":""Bird""}",study,114,stimuli/114.jpg,7105.53,25,Bird,1,square
survey-text,18,14,2.0.0,359871,ppnnqb3h1yb,otter,5179,NA,"{""image_description"":""Glass shard""}",study,17,stimuli/17.jpg,6592.16,6,Glass shard,2,square
survey-text,19,15,2.0.0,367456,ppnnqb3h1yb,otter,7083,NA,"{""image_description"":""Deformed rectangle""}",study,54,stimuli/54.jpg,6708.13,13,Deformed rectangle,2,square
survey-text,20,16,2.0.0,373920,ppnnqb3h1yb,otter,5959,NA,"{""image_description"":""Fish""}",study,64,stimuli/64.jpg,6822.22,15,Fish,1,square
survey-text,21,17,2.0.0,381006,ppnnqb3h1yb,otter,6583,NA,"{""image_description"":""N/A""}",study,159,stimuli/159.jpg,7148.24,34,N/A,1,square
survey-text,22,18,2.0.0,386504,ppnnqb3h1yb,otter,4997,NA,"{""image_description"":""Airplane""}",study,41,stimuli/41.jpg,6650,11,Airplane,1,square
survey-text,23,19,2.0.0,391390,ppnnqb3h1yb,otter,4383,NA,"{""image_description"":""N/A""}",study,129,stimuli/129.jpg,7041.77,28,N/A,1,square
survey-text,24,20,2.0.0,397403,ppnnqb3h1yb,otter,5510,NA,"{""image_description"":""N/A""}",study,38,stimuli/38.jpg,6702.45,10,N/A,1,square
survey-text,5,1,2.0.0,15253,pq152dhc6gs,jaguar,5994,NA,"{""image_description"":""oven mitt""}",study,62,stimuli/62.jpg,6826.43,15,oven mitt,2,square
survey-text,6,2,2.0.0,22935,pq152dhc6gs,jaguar,7175,NA,"{""image_description"":""upside down t""}",study,95,stimuli/95.jpg,6926.4,21,upside down t,3,square
survey-text,7,3,2.0.0,30528,pq152dhc6gs,jaguar,7086,NA,"{""image_description"":""explosion""}",study,155,stimuli/155.jpg,7171.51,33,explosion,1,square
survey-text,8,4,2.0.0,37407,pq152dhc6gs,jaguar,6370,NA,"{""image_description"":""waving pikachu""}",study,147,stimuli/147.jpg,7182.98,32,waving pikachu,2,square
survey-text,9,5,2.0.0,45093,pq152dhc6gs,jaguar,7176,NA,"{""image_description"":""peace fingers""}",study,60,stimuli/60.jpg,6764.54,14,peace fingers,2,square
survey-text,10,6,2.0.0,51293,pq152dhc6gs,jaguar,5692,NA,"{""image_description"":""kneeling fox""}",study,106,stimuli/106.jpg,6901.59,24,kneeling fox,2,square
survey-text,11,7,2.0.0,55157,pq152dhc6gs,jaguar,3355,NA,"{""image_description"":""trapezoid""}",study,9,stimuli/9.jpg,6544.29,4,trapezoid,1,square
survey-text,12,8,2.0.0,62050,pq152dhc6gs,jaguar,6386,NA,"{""image_description"":""bird""}",study,45,stimuli/45.jpg,6703.14,11,bird,1,square
survey-text,13,9,2.0.0,68127,pq152dhc6gs,jaguar,5568,NA,"{""image_description"":""jagged shape""}",study,93,stimuli/93.jpg,6903.36,21,jagged shape,2,square
survey-text,14,10,2.0.0,76285,pq152dhc6gs,jaguar,7650,NA,"{""image_description"":""arrow""}",study,39,stimuli/39.jpg,6609.47,10,arrow,1,square
survey-text,15,11,2.0.0,82547,pq152dhc6gs,jaguar,5754,NA,"{""image_description"":""florida""}",study,99,stimuli/99.jpg,6861.47,22,florida,1,square
survey-text,16,12,2.0.0,96530,pq152dhc6gs,jaguar,13476,NA,"{""image_description"":""trapezoid""}",study,6,stimuli/6.jpg,6547.97,4,trapezoid,1,square
survey-text,17,13,2.0.0,105048,pq152dhc6gs,jaguar,8010,NA,"{""image_description"":""jagged capital c""}",study,140,stimuli/140.jpg,7121.36,30,jagged capital c,3,square
survey-text,18,14,2.0.0,124122,pq152dhc6gs,jaguar,18565,NA,"{""image_description"":""shape with a rectangular cutout""}",study,80,stimuli/80.jpg,6806.13,18,shape with a rectangular cutout,5,square
survey-text,19,15,2.0.0,135987,pq152dhc6gs,jaguar,11357,NA,"{""image_description"":""sheet of paper with the bottom right corner torn off""}",study,46,stimuli/46.jpg,6754.16,12,sheet of paper with the bottom right corner torn off,10,square
survey-text,20,16,2.0.0,144027,pq152dhc6gs,jaguar,7531,NA,"{""image_description"":""fighter jet""}",study,40,stimuli/40.jpg,6690.54,10,fighter jet,2,square
survey-text,21,17,2.0.0,151494,pq152dhc6gs,jaguar,6961,NA,"{""image_description"":""jagged shape""}",study,154,stimuli/154.jpg,7155.07,33,jagged shape,2,square
survey-text,22,18,2.0.0,159140,pq152dhc6gs,jaguar,7138,NA,"{""image_description"":""guy standing on one leg""}",study,112,stimuli/112.jpg,6989.4,25,guy standing on one leg,5,square
