trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,21,17,2.0.0,701819,pkjo9rgcja5,manatee,44465,NA,"{""image_description"":""an arrow pointing slightly southwest but the line is super thick and has a slight triangular cavity""}",study,54,stimuli/54.jpg,6708.13,13,an arrow pointing slightly southwest but the line is super thick and has a slight triangular cavity,17,"square
"
survey-text,22,18,2.0.0,747441,pkjo9rgcja5,manatee,45115,NA,"{""image_description"":""a turtle with a birds head wearing a baseball cap with wings and a platypus tail""}",study,156,stimuli/156.jpg,7199.99,34,a turtle with a birds head wearing a baseball cap with wings and a platypus tail,16,"square
"
survey-text,23,19,2.0.0,771924,pkjo9rgcja5,manatee,23970,NA,"{""image_description"":""a trapezoid with the smallest side on the right""}",study,12,stimuli/12.jpg,6544.99,5,a trapezoid with the smallest side on the right,9,"square
"
survey-text,24,20,2.0.0,824076,pkjo9rgcja5,manatee,51627,NA,"{""image_description"":""looks like a bird with its face on the right pointing slightly northeast, one sharp wing and one dull wing, with a trapezoid as its tail and attached to the dull wing is another trapezoid""}",study,114,stimuli/114.jpg,7105.53,25,"looks like a bird with its face on the right pointing slightly northeast, one sharp wing and one dull wing, with a trapezoid as its tail and attached to the dull wing is another trapezoid",35,"square
"
survey-text,5,1,2.0.0,270226,plpdv4q6fyy,eagle,160651,NA,"{""image_description"":""longer line from the top left to middle of the right. from the middle of the right, a shorter line going towards the lower left. another line connected to that one also going to the lower left. a longer line connected to that going towards the upper left. a last line connecting the whole shape together.""}",study,17,stimuli/17.jpg,6592.16,6,"longer line from the top left to middle of the right. from the middle of the right, a shorter line going towards the lower left. another line connected to that one also going to the lower left. a longer line connected to that going towards the upper left. a last line connecting the whole shape together.",56,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,6,2,2.0.0,595138,plpdv4q6fyy,eagle,324418,NA,"{""image_description"":""a line going from the left side up to the right. connected from the right is lines in the shape of a rhombus/parallelogram, but the top is missing. from there a line going towards the lower right. connected is a line going left that's at less than a 90 degree angle. a line then going towards the bottom right corner that's quite short connected to a line going almost straight down. a small line that creates two sides of a triangle, followed by a line going to the bottom left. another line going towards the top left corner. a line going towards the left side connected to two lines going back up towards the first line drawn.""}",study,68,stimuli/68.jpg,6783.11,16,"a line going from the left side up to the right. connected from the right is lines in the shape of a rhombus/parallelogram, but the top is missing. from there a line going towards the lower right. connected is a line going left that's at less than a 90 degree angle. a line then going towards the bottom right corner that's quite short connected to a line going almost straight down. a small line that creates two sides of a triangle, followed by a line going to the bottom left. another line going towards the top left corner. a line going towards the left side connected to two lines going back up towards the first line drawn.",117,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,7,3,2.0.0,714670,plpdv4q6fyy,eagle,119030,NA,"{""image_description"":""it kinda looks like a head, two arms, two feet, and a tail all very angular and like trapezoids or parallelograms.""}",study,116,stimuli/116.jpg,7061.19,26,"it kinda looks like a head, two arms, two feet, and a tail all very angular and like trapezoids or parallelograms.",21,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,8,4,2.0.0,762585,plpdv4q6fyy,eagle,47414,NA,"{""image_description"":""almost line a parallelogram with one one side, at the top, that's got a triangular bump on the right side.""}",study,35,stimuli/35.jpg,6698.42,9,"almost line a parallelogram with one one side, at the top, that's got a triangular bump on the right side.",20,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,9,5,2.0.0,811382,plpdv4q6fyy,eagle,48293,NA,"{""image_description"":""looks like a flat bird with a beak pointing towards the left and spiky hair on the right. two legs and a tail at the bottom.""}",study,131,stimuli/131.jpg,7030.26,29,looks like a flat bird with a beak pointing towards the left and spiky hair on the right. two legs and a tail at the bottom.,26,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,10,6,2.0.0,836054,plpdv4q6fyy,eagle,24168,NA,"{""image_description"":""extremely angular rattlesnake""}",study,91,stimuli/91.jpg,6985.65,21,extremely angular rattlesnake,3,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,11,7,2.0.0,876269,plpdv4q6fyy,eagle,39711,NA,"{""image_description"":""an ax on its side with the blade on the left and the handle pointed towards the right.""}",study,61,stimuli/61.jpg,6864.98,15,an ax on its side with the blade on the left and the handle pointed towards the right.,18,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,12,8,2.0.0,892833,plpdv4q6fyy,eagle,16061,NA,"{""image_description"":""an angular bird flying towards the bottom right.""}",study,75,stimuli/75.jpg,6817.48,17,an angular bird flying towards the bottom right.,8,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,13,9,2.0.0,938698,plpdv4q6fyy,eagle,45362,NA,"{""image_description"":""an angular dog on its hind legs looking towards the top left""}",study,97,stimuli/97.jpg,7048.4,22,an angular dog on its hind legs looking towards the top left,12,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,14,10,2.0.0,991052,plpdv4q6fyy,eagle,51849,NA,"{""image_description"":""origami boat with a little triangular tail on the bottom left corner of the boat bottom.""}",study,45,stimuli/45.jpg,6703.14,11,origami boat with a little triangular tail on the bottom left corner of the boat bottom.,16,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,15,11,2.0.0,1046154,plpdv4q6fyy,eagle,54597,NA,"{""image_description"":""an angular dog sitting on its butt with all its legs pointing towards the left and its triangular head looking up.""}",study,87,stimuli/87.jpg,6853.72,20,an angular dog sitting on its butt with all its legs pointing towards the left and its triangular head looking up.,21,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,16,12,2.0.0,1104380,plpdv4q6fyy,eagle,57724,NA,"{""image_description"":""a hunched over worm with feet and a spiky back. it's sniffing its feet.""}",study,140,stimuli/140.jpg,7121.36,30,a hunched over worm with feet and a spiky back. it's sniffing its feet.,14,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,17,13,2.0.0,1181961,plpdv4q6fyy,eagle,77080,NA,"{""image_description"":""an angular fish with its tail towards the bottom and its head pointing towards the top right. it has a fin that looks like a square with a triangle attached, kinda looking like an ax.""}",study,98,stimuli/98.jpg,6906.48,22,"an angular fish with its tail towards the bottom and its head pointing towards the top right. it has a fin that looks like a square with a triangle attached, kinda looking like an ax.",35,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,18,14,2.0.0,1194329,plpdv4q6fyy,eagle,11863,NA,"{""image_description"":""angular tulip""}",study,30,stimuli/30.jpg,6632.49,8,angular tulip,2,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,19,15,2.0.0,1214859,plpdv4q6fyy,eagle,20027,NA,"{""image_description"":""rhombus with the top right corner flattened""}",study,11,stimuli/11.jpg,6580.42,5,rhombus with the top right corner flattened,7,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,20,16,2.0.0,1270279,plpdv4q6fyy,eagle,54917,NA,"{""image_description"":""one of those desk toys that pecks at stuff all made of triangles""}",study,79,stimuli/79.jpg,6796.42,18,one of those desk toys that pecks at stuff all made of triangles,13,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,21,17,2.0.0,1355676,plpdv4q6fyy,eagle,84897,NA,"{""image_description"":""a sideways swan made of many triangles wearing cowboy boots with its head near its boots. the boots are pointed towards the left.""}",study,126,stimuli/126.jpg,7003.01,28,a sideways swan made of many triangles wearing cowboy boots with its head near its boots. the boots are pointed towards the left.,23,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,22,18,2.0.0,1409592,plpdv4q6fyy,eagle,53412,NA,"{""image_description"":""a rhombus with an M cut out of the bottom right. the top left has a triangle cut out too.""}",study,40,stimuli/40.jpg,6690.54,10,a rhombus with an M cut out of the bottom right. the top left has a triangle cut out too.,20,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,23,19,2.0.0,1489410,plpdv4q6fyy,eagle,79318,NA,"{""image_description"":""a triangular dog leaning on its bottom left arm with its other arm pointed towards the top right. bottom leg going towards the right and top leg angled towards the bottom leg.""}",study,138,stimuli/138.jpg,7120.54,30,a triangular dog leaning on its bottom left arm with its other arm pointed towards the top right. bottom leg going towards the right and top leg angled towards the bottom leg.,32,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,24,20,2.0.0,1535093,plpdv4q6fyy,eagle,45179,NA,"{""image_description"":""the headless horseman if he was riding a giant lizard. all very angular.""}",study,160,stimuli/160.jpg,7132.53,34,the headless horseman if he was riding a giant lizard. all very angular.,13,a square/rectangle. two sets of parallel lines connected with four 90 degree angles.
survey-text,5,1,2.0.0,16034,pn63gq65fq3,axolotl,5385,NA,"{""image_description"":""knife.""}",study,39,stimuli/39.jpg,6609.47,10,knife.,1,square
survey-text,6,2,2.0.0,23238,pn63gq65fq3,axolotl,6695,NA,"{""image_description"":""black board..? ""}",study,11,stimuli/11.jpg,6580.42,5,black board..?,3,square
survey-text,7,3,2.0.0,27652,pn63gq65fq3,axolotl,3905,NA,"{""image_description"":""a map ""}",study,156,stimuli/156.jpg,7199.99,34,a map,3,square
survey-text,8,4,2.0.0,33253,pn63gq65fq3,axolotl,5093,NA,"{""image_description"":""a airplane ""}",study,129,stimuli/129.jpg,7041.77,28,a airplane,3,square
survey-text,9,5,2.0.0,38029,pn63gq65fq3,axolotl,4267,NA,"{""image_description"":""cannon ""}",study,87,stimuli/87.jpg,6853.72,20,cannon,2,square
survey-text,10,6,2.0.0,41735,pn63gq65fq3,axolotl,3195,NA,"{""image_description"":""triangle""}",study,2,stimuli/2.jpg,6550.44,3,triangle,1,square
survey-text,11,7,2.0.0,46614,pn63gq65fq3,axolotl,4375,NA,"{""image_description"":""another nap ""}",study,124,stimuli/124.jpg,6991.53,27,another nap,3,square
survey-text,12,8,2.0.0,50137,pn63gq65fq3,axolotl,3018,NA,"{""image_description"":""man ""}",study,47,stimuli/47.jpg,6715.11,12,man,2,square
survey-text,13,9,2.0.0,56627,pn63gq65fq3,axolotl,5979,NA,"{""image_description"":""weird shape ""}",study,12,stimuli/12.jpg,6544.99,5,weird shape,3,square
survey-text,14,10,2.0.0,61749,pn63gq65fq3,axolotl,4613,NA,"{""image_description"":""tuba""}",study,90,stimuli/90.jpg,6873.09,20,tuba,1,square
survey-text,15,11,2.0.0,66113,pn63gq65fq3,axolotl,3861,NA,"{""image_description"":""bird""}",study,77,stimuli/77.jpg,6870.06,18,bird,1,square
survey-text,16,12,2.0.0,70618,pn63gq65fq3,axolotl,3998,NA,"{""image_description"":""state""}",study,14,stimuli/14.jpg,6580.15,5,state,1,square
survey-text,17,13,2.0.0,75612,pn63gq65fq3,axolotl,4490,NA,"{""image_description"":""rabbit\n""}",study,63,stimuli/63.jpg,6749.45,15,"rabbit
",1,square
survey-text,18,14,2.0.0,79356,pn63gq65fq3,axolotl,3233,NA,"{""image_description"":""dog""}",study,53,stimuli/53.jpg,6758.52,13,dog,1,square
survey-text,19,15,2.0.0,83639,pn63gq65fq3,axolotl,3779,NA,"{""image_description"":""dolphin""}",study,93,stimuli/93.jpg,6903.36,21,dolphin,1,square
survey-text,20,16,2.0.0,88301,pn63gq65fq3,axolotl,4157,NA,"{""image_description"":""witch""}",study,117,stimuli/117.jpg,7067.33,26,witch,1,square
survey-text,21,17,2.0.0,92269,pn63gq65fq3,axolotl,3463,NA,"{""image_description"":""witch ""}",study,114,stimuli/114.jpg,7105.53,25,witch,2,square
survey-text,22,18,2.0.0,96758,pn63gq65fq3,axolotl,3981,NA,"{""image_description"":""toilet""}",study,125,stimuli/125.jpg,7031.31,27,toilet,1,square
survey-text,23,19,2.0.0,100497,pn63gq65fq3,axolotl,3235,NA,"{""image_description"":""shoe ""}",study,41,stimuli/41.jpg,6650,11,shoe,2,square
survey-text,24,20,2.0.0,103773,pn63gq65fq3,axolotl,2767,NA,"{""image_description"":""bird""}",study,128,stimuli/128.jpg,7090.6,28,bird,1,square
survey-text,5,1,2.0.0,111416,pnbgzhu4k0l,falcon,56131,NA,"{""image_description"":""A bird with a lot of pointed sides everywhere. A box below its beak ""}",study,97,stimuli/97.jpg,7048.4,22,A bird with a lot of pointed sides everywhere. A box below its beak,15,square
survey-text,6,2,2.0.0,141193,pnbgzhu4k0l,falcon,29264,NA,"{""image_description"":""the grinches face with every point on its face pointy""}",study,155,stimuli/155.jpg,7171.51,33,the grinches face with every point on its face pointy,10,square
survey-text,7,3,2.0.0,249303,pnbgzhu4k0l,falcon,107593,NA,"{""image_description"":""a bird with the bottom a slanted box to the left, a neck connected straight to the beak. Then the bird has some boxy hair.""}",study,65,stimuli/65.jpg,6894.67,15,"a bird with the bottom a slanted box to the left, a neck connected straight to the beak. Then the bird has some boxy hair.",25,square
survey-text,8,4,2.0.0,288660,pnbgzhu4k0l,falcon,38843,NA,"{""image_description"":""a bird drawn with a large square at the bottom, pointed wings, and a triangle at the end of his body (on the left)\n""}",study,37,stimuli/37.jpg,6725.55,10,"a bird drawn with a large square at the bottom, pointed wings, and a triangle at the end of his body (on the left)
",24,square
survey-text,9,5,2.0.0,330644,pnbgzhu4k0l,falcon,41473,NA,"{""image_description"":""a square slanted on both sides to the middle, sanding on the left side of the shape""}",study,9,stimuli/9.jpg,6544.29,4,"a square slanted on both sides to the middle, sanding on the left side of the shape",17,square
survey-text,10,6,2.0.0,409498,pnbgzhu4k0l,falcon,78338,NA,"{""image_description"":""on the left side, there is a square slanted on both sides, a triangle on the opposite end, a long skinnish triangle at the middle and a diamond connected on the right and the other side a square""}",study,121,stimuli/121.jpg,6999.52,27,"on the left side, there is a square slanted on both sides, a triangle on the opposite end, a long skinnish triangle at the middle and a diamond connected on the right and the other side a square",38,square
survey-text,11,7,2.0.0,531980,pnbgzhu4k0l,falcon,121965,NA,"{""image_description"":""Extended triangle on top, a box with a small triangle connected on the bottom. w Slanted boxes on the same side, separated by a space shaped of a square, located at opposite side of the small triangle and a open ""}",study,138,stimuli/138.jpg,7120.54,30,"Extended triangle on top, a box with a small triangle connected on the bottom. w Slanted boxes on the same side, separated by a space shaped of a square, located at opposite side of the small triangle and a open",41,square
survey-text,12,8,2.0.0,595912,pnbgzhu4k0l,falcon,63416,NA,"{""image_description"":""A slanted square with a open triangle space on the bottom right side, with also another triangle on the top right""}",study,31,stimuli/31.jpg,6687.71,9,"A slanted square with a open triangle space on the bottom right side, with also another triangle on the top right",21,square
survey-text,13,9,2.0.0,689931,pnbgzhu4k0l,falcon,93503,NA,"{""image_description"":""triangle at the top left, a slanted square connecting at the top of the traingle. Another extended square becoming thinner, another box connected long, with a small triangle at the left bottom side""}",study,100,stimuli/100.jpg,6897.69,22,"triangle at the top left, a slanted square connecting at the top of the traingle. Another extended square becoming thinner, another box connected long, with a small triangle at the left bottom side",33,square
survey-text,14,10,2.0.0,805112,pnbgzhu4k0l,falcon,114664,NA,"{""image_description"":""trapezoid almost upside down cut in 2/3 with that last half of the trapezoid being a triangle connected from the bottom side. Another triangle connecting at the edge of the left side of the triangle. Lastly, another piece small triangle connected at the bottom right of the shape""}",study,45,stimuli/45.jpg,6703.14,11,"trapezoid almost upside down cut in 2/3 with that last half of the trapezoid being a triangle connected from the bottom side. Another triangle connecting at the edge of the left side of the triangle. Lastly, another piece small triangle connected at the bottom right of the shape",48,square
survey-text,15,11,2.0.0,900863,pnbgzhu4k0l,falcon,95233,NA,"{""image_description"":""the sandmans head from Transylvania facing the left side (tilted up). The body is a long trapezoid on the right side. A triangle on the left side. Another squarish, slanted towards the shape on the bottom left""}",study,96,stimuli/96.jpg,6946.2,22,"the sandmans head from Transylvania facing the left side (tilted up). The body is a long trapezoid on the right side. A triangle on the left side. Another squarish, slanted towards the shape on the bottom left",37,square
survey-text,16,12,2.0.0,934273,pnbgzhu4k0l,falcon,32897,NA,"{""image_description"":""trapezoid upside down but the bottom is a triangle connected slanted to the right""}",study,15,stimuli/15.jpg,6585.63,5,trapezoid upside down but the bottom is a triangle connected slanted to the right,14,square
survey-text,17,13,2.0.0,977940,pnbgzhu4k0l,falcon,43154,NA,"{""image_description"":""a square slanted to the left, with only one side of the trapezoid (the left side) shown.""}",study,14,stimuli/14.jpg,6580.15,5,"a square slanted to the left, with only one side of the trapezoid (the left side) shown.",17,square
survey-text,18,14,2.0.0,1071581,pnbgzhu4k0l,falcon,93125,NA,"{""image_description"":""a lot of triangles in each sides and a lot of open space. Imagine a box, in this box there will be no endges but an open space on the right top side. The top right side will be a pointed triangle with at the side, a triangle dip that isn't pointy. the rest is pointed triangles""}",study,159,stimuli/159.jpg,7148.24,34,"a lot of triangles in each sides and a lot of open space. Imagine a box, in this box there will be no endges but an open space on the right top side. The top right side will be a pointed triangle with at the side, a triangle dip that isn't pointy. the rest is pointed triangles",57,square
survey-text,19,15,2.0.0,1157244,pnbgzhu4k0l,falcon,85145,NA,"{""image_description"":""a roof top of a house with a squared nose facing the left side and a cartoon mouth shaped as a triangle. A stretched trapezoid connected at the bottom of its mouth. A triangle on the bottom left slanted towards the right side""}",study,105,stimuli/105.jpg,7003.86,23,a roof top of a house with a squared nose facing the left side and a cartoon mouth shaped as a triangle. A stretched trapezoid connected at the bottom of its mouth. A triangle on the bottom left slanted towards the right side,43,square
survey-text,20,16,2.0.0,1203908,pnbgzhu4k0l,falcon,46148,NA,"{""image_description"":""squares bunched up together. Imagine putting boxes on top of each other""}",study,95,stimuli/95.jpg,6926.4,21,squares bunched up together. Imagine putting boxes on top of each other,12,square
survey-text,21,17,2.0.0,1252336,pnbgzhu4k0l,falcon,47917,NA,"{""image_description"":""a christmas tress turned to the left side with the pointed top detached and connected to the bottom side of the tree. This tress has no trunk""}",study,132,stimuli/132.jpg,7051.12,29,a christmas tress turned to the left side with the pointed top detached and connected to the bottom side of the tree. This tress has no trunk,27,square
survey-text,22,18,2.0.0,1312526,pnbgzhu4k0l,falcon,59674,NA,"{""image_description"":""the outline of sonic the headstock with a pointy head as a triangle, and after the hair on the top right, the next will be 3 triangles on the left side""}",study,74,stimuli/74.jpg,6769.21,17,"the outline of sonic the headstock with a pointy head as a triangle, and after the hair on the top right, the next will be 3 triangles on the left side",31,square
survey-text,23,19,2.0.0,1412175,pnbgzhu4k0l,falcon,99131,NA,"{""image_description"":""square slanted to the left. There is another square connecting to the first square to the left slanted side ways to the left with a long triangle (like a nose) with another small triangle towards the end. There will be another small triangle on the right side with the pointed side facing and slanting to the left side""}",study,76,stimuli/76.jpg,6844.06,18,square slanted to the left. There is another square connecting to the first square to the left slanted side ways to the left with a long triangle (like a nose) with another small triangle towards the end. There will be another small triangle on the right side with the pointed side facing and slanting to the left side,58,square
survey-text,24,20,2.0.0,1499442,pnbgzhu4k0l,falcon,86749,NA,"{""image_description"":""a triangle on the left side, a square slanted on the right side. next to the triangle, on the left, there will be another small square without a corner will extend a little long with another small square attached to the bottom right""}",study,47,stimuli/47.jpg,6715.11,12,"a triangle on the left side, a square slanted on the right side. next to the triangle, on the left, there will be another small square without a corner will extend a little long with another small square attached to the bottom right",43,square
survey-text,5,1,2.0.0,59194,pnlkyulorh5,Beaver,21442,NA,"{""image_description"":""I see a bird that is spreading its wings out. ""}",study,151,stimuli/151.jpg,7245.76,33,I see a bird that is spreading its wings out.,11,I see a square.
survey-text,6,2,2.0.0,77849,pnlkyulorh5,Beaver,18144,NA,"{""image_description"":""I see a small creature that is on his knees. ""}",study,145,stimuli/145.jpg,7185.33,31,I see a small creature that is on his knees.,11,I see a square.
survey-text,7,3,2.0.0,104907,pnlkyulorh5,Beaver,26552,NA,"{""image_description"":""I see a bird (mostly duck).""}",study,71,stimuli/71.jpg,6779.96,17,I see a bird (mostly duck).,6,I see a square.
survey-text,8,4,2.0.0,142897,pnlkyulorh5,Beaver,37484,NA,"{""image_description"":""I see triangles that were put together in a spiky formation. ""}",study,144,stimuli/144.jpg,7102.03,31,I see triangles that were put together in a spiky formation.,12,I see a square.
survey-text,9,5,2.0.0,168121,pnlkyulorh5,Beaver,24717,NA,"{""image_description"":""I see a boat shaped object. ""}",study,29,stimuli/29.jpg,6694.47,8,I see a boat shaped object.,7,I see a square.
survey-text,10,6,2.0.0,179447,pnlkyulorh5,Beaver,10819,NA,"{""image_description"":""I see a parallelogram. ""}",study,8,stimuli/8.jpg,6564.91,4,I see a parallelogram.,5,I see a square.
survey-text,11,7,2.0.0,215030,pnlkyulorh5,Beaver,35074,NA,"{""image_description"":""I see a dock that has the shape of bridge sticking out. ""}",study,27,stimuli/27.jpg,6627.84,8,I see a dock that has the shape of bridge sticking out.,13,I see a square.
survey-text,12,8,2.0.0,233895,pnlkyulorh5,Beaver,18353,NA,"{""image_description"":""I see a character that seems to be tiptoeing. ""}",study,143,stimuli/143.jpg,6915.69,31,I see a character that seems to be tiptoeing.,10,I see a square.
survey-text,13,9,2.0.0,249792,pnlkyulorh5,Beaver,15391,NA,"{""image_description"":""I see the resemblance of a lamp. ""}",study,42,stimuli/42.jpg,6766.43,11,I see the resemblance of a lamp.,8,I see a square.
survey-text,14,10,2.0.0,271403,pnlkyulorh5,Beaver,21107,NA,"{""image_description"":""I see a baseball field shape. ""}",study,11,stimuli/11.jpg,6580.42,5,I see a baseball field shape.,7,I see a square.
survey-text,15,11,2.0.0,294311,pnlkyulorh5,Beaver,22401,NA,"{""image_description"":""I see a puppet formation with a mouth and ears. ""}",study,152,stimuli/152.jpg,7144.83,33,I see a puppet formation with a mouth and ears.,11,I see a square.
survey-text,16,12,2.0.0,327642,pnlkyulorh5,Beaver,32826,NA,"{""image_description"":""I see an airforce plane used in combat. ""}",study,40,stimuli/40.jpg,6690.54,10,I see an airforce plane used in combat.,9,I see a square.
survey-text,17,13,2.0.0,387659,pnlkyulorh5,Beaver,59508,NA,"{""image_description"":""I see a needle sticking out of a combination between a triangle and rectangle put together. ""}",study,90,stimuli/90.jpg,6873.09,20,I see a needle sticking out of a combination between a triangle and rectangle put together.,17,I see a square.
survey-text,18,14,2.0.0,401138,pnlkyulorh5,Beaver,12969,NA,"{""image_description"":""I see a bird flying. ""}",study,75,stimuli/75.jpg,6817.48,17,I see a bird flying.,6,I see a square.
survey-text,19,15,2.0.0,421713,pnlkyulorh5,Beaver,20069,NA,"{""image_description"":""I see a combination of triangles put together. ""}",study,78,stimuli/78.jpg,6840.04,18,I see a combination of triangles put together.,9,I see a square.
survey-text,20,16,2.0.0,458779,pnlkyulorh5,Beaver,36551,NA,"{""image_description"":""I see a type of swan figure. ""}",study,84,stimuli/84.jpg,6959.66,19,I see a type of swan figure.,8,I see a square.
survey-text,21,17,2.0.0,485027,pnlkyulorh5,Beaver,25743,NA,"{""image_description"":""I see a mix between triangles attached to a square. ""}",study,104,stimuli/104.jpg,6941.74,23,I see a mix between triangles attached to a square.,11,I see a square.
survey-text,22,18,2.0.0,546300,pnlkyulorh5,Beaver,60761,NA,"{""image_description"":""I see a mix between triangles and rectangles. ""}",study,112,stimuli/112.jpg,6989.4,25,I see a mix between triangles and rectangles.,9,I see a square.
survey-text,23,19,2.0.0,582292,pnlkyulorh5,Beaver,35483,NA,"{""image_description"":""I see a formation of triangles and rectangles. ""}",study,55,stimuli/55.jpg,6800,13,I see a formation of triangles and rectangles.,9,I see a square.
survey-text,24,20,2.0.0,596162,pnlkyulorh5,Beaver,13351,NA,"{""image_description"":""I see a paper that has been torn. ""}",study,111,stimuli/111.jpg,7024.76,25,I see a paper that has been torn.,9,I see a square.
survey-text,5,1,2.0.0,217866,pnnvjwubprf,shark,181038,NA,"{""image_description"":""rectangle with 8 lines. Right side is longer than left. Bottom horizontal axis from right to left is, slight diagonal up, followed but a vertical line that goes straight up, then a straight horizontal line. It then continues by does a negative(back toward the right side) diagonal downward line before quickly going back to a straight horizontal line.""}",study,50,stimuli/50.jpg,6725.34,12,"rectangle with 8 lines. Right side is longer than left. Bottom horizontal axis from right to left is, slight diagonal up, followed but a vertical line that goes straight up, then a straight horizontal line. It then continues by does a negative(back toward the right side) diagonal downward line before quickly going back to a straight horizontal line.",58,It is a square
survey-text,6,2,2.0.0,287222,pnnvjwubprf,shark,68837,NA,"{""image_description"":""X like shape but on the top and bottom open spaces of the X there are added triangles. The top on being short with a wide base, and the bottom being long with a narrower base""}",study,86,stimuli/86.jpg,6896.99,20,"X like shape but on the top and bottom open spaces of the X there are added triangles. The top on being short with a wide base, and the bottom being long with a narrower base",36,It is a square
survey-text,7,3,2.0.0,512381,pnnvjwubprf,shark,224644,NA,"{""image_description"":""a square that you took chunks out of. top right, looks like a boot shape was taken out, bottom right a V shape is taken out. left side the not vertical lines of a k are taken out\n""}",study,107,stimuli/107.jpg,6920.13,24,"a square that you took chunks out of. top right, looks like a boot shape was taken out, bottom right a V shape is taken out. left side the not vertical lines of a k are taken out
",38,It is a square
survey-text,8,4,2.0.0,554018,pnnvjwubprf,shark,41123,NA,"{""image_description"":""square with non straight edges, right side has major triangular chunk taken out of it""}",study,56,stimuli/56.jpg,6726.19,14,"square with non straight edges, right side has major triangular chunk taken out of it",15,It is a square
survey-text,9,5,2.0.0,733054,pnnvjwubprf,shark,178531,NA,"{""image_description"":""house with a chimney. has a boot shape sticking out the bottom. There is a shape extending to the right, which I would describe as drawing someone flexing there arm but you only have 10 lines""}",study,108,stimuli/108.jpg,7046.82,24,"house with a chimney. has a boot shape sticking out the bottom. There is a shape extending to the right, which I would describe as drawing someone flexing there arm but you only have 10 lines",36,It is a square
survey-text,10,6,2.0.0,856442,pnnvjwubprf,shark,122882,NA,"{""image_description"":""Flying bird, but both of the wings are deformed. Triangular head shape. ""}",study,133,stimuli/133.jpg,7027.21,29,"Flying bird, but both of the wings are deformed. Triangular head shape.",13,It is a square
survey-text,11,7,2.0.0,1142004,pnnvjwubprf,shark,285054,NA,"{""image_description"":""Two rectangular shapes with triangles sticking out""}",study,105,stimuli/105.jpg,7003.86,23,Two rectangular shapes with triangles sticking out,7,It is a square
survey-text,12,8,2.0.0,1149171,pnnvjwubprf,shark,6659,NA,"{""image_description"":""triangle""}",study,3,stimuli/3.jpg,6526.68,3,triangle,1,It is a square
survey-text,13,9,2.0.0,1237004,pnnvjwubprf,shark,87332,NA,"{""image_description"":""a very disformed rectangle connected to another shape that is a rectangle connected to a diamond""}",study,121,stimuli/121.jpg,6999.52,27,a very disformed rectangle connected to another shape that is a rectangle connected to a diamond,16,It is a square
survey-text,14,10,2.0.0,1265008,pnnvjwubprf,shark,27487,NA,"{""image_description"":""rectangle with the right side removed and placed at the bottom of the left side""}",study,19,stimuli/19.jpg,6604.19,6,rectangle with the right side removed and placed at the bottom of the left side,15,It is a square
survey-text,15,11,2.0.0,1283387,pnnvjwubprf,shark,17861,NA,"{""image_description"":""rectangle with right triangle removed from right side""}",study,13,stimuli/13.jpg,6577.27,5,rectangle with right triangle removed from right side,8,It is a square
survey-text,16,12,2.0.0,1308371,pnnvjwubprf,shark,24482,NA,"{""image_description"":""vase shape with the left side being slightly higher than the right side""}",study,30,stimuli/30.jpg,6632.49,8,vase shape with the left side being slightly higher than the right side,13,It is a square
survey-text,17,13,2.0.0,1318363,pnnvjwubprf,shark,9489,NA,"{""image_description"":""shield""}",study,51,stimuli/51.jpg,6793.84,13,shield,1,It is a square
survey-text,18,14,2.0.0,1336803,pnnvjwubprf,shark,17932,NA,"{""image_description"":""rectangular shape attached to triangle shape""}",study,80,stimuli/80.jpg,6806.13,18,rectangular shape attached to triangle shape,6,It is a square
survey-text,19,15,2.0.0,1344544,pnnvjwubprf,shark,7237,NA,"{""image_description"":""hand bunny""}",study,152,stimuli/152.jpg,7144.83,33,hand bunny,2,It is a square
survey-text,20,16,2.0.0,1370548,pnnvjwubprf,shark,25499,NA,"{""image_description"":""cartoon bird sitting with a very long beak""}",study,88,stimuli/88.jpg,6908.86,20,cartoon bird sitting with a very long beak,8,It is a square
